16.923952	2.82E-04
18.46339	5.96E-04
19.618214	9.11E-04
20.773039	0.001225873
21.929836	0.002175802
22.701035	0.002809088
23.473219	0.003759831
24.245403	0.004710575
25.018574	0.005978775
25.79273	0.007564433
26.5659	        0.008832633
27.720724	0.009147648
28.492908	0.010098391
29.650692	0.011365778
30.037277	0.011999878
30.810448	0.013268079
31.965273	0.013583093
32.73647	0.014216379
33.89228	0.014848852
35.04908	0.015798781
36.59049	0.016747896
38.12993	0.017062098
40.439575	0.017692128
42.361656	0.0173706
44.283733	0.017049074
46.2068	        0.017045004
47.743275	0.016406834
49.665356	0.016085306
51.20183	0.015447136
52.354687	0.015127237
53.893135	0.015123981
55.431587	0.015120725
56.5874	        0.015753197
58.127823	0.016384855
58.315197	0.0767017
58.892117	0.014795942
59.272785	0.0135253
60.808277	0.012569672
61.95817	0.011297402
63.88222	0.011610789
65.4187	        0.010972619
66.95617	0.010651906
68.492645	0.010013736
70.02913	0.009375566
71.949234	0.008419124
73.48571	0.007780955
75.02416	0.007777699
77.33086	0.007455358
78.86832	0.007134644
80.405785	0.006813931
82.32687	0.006174947
84.63357	0.005852606
86.17103	0.005531893
88.09409	0.005527823
90.40079	0.005205482
92.70649	0.004565684
95.39878	0.004559986
97.32086	0.004238459
100.396774	0.00391449
101.93424	0.003593777
105.010155	0.003269808
107.31783	0.003264924
109.23893	0.00262594
112.31484	0.002301971
114.62252	0.002297087
116.929214	0.001974746
119.620514	0.001651591
121.54456	0.001964978
124.62048	0.001641009
126.92717	0.001318668
128.85023	0.001314598
131.15594	6.75E-04
132.31076	9.90E-04
134.61746	6.67E-04
136.54053	6.63E-04
138.8482	6.59E-04
141.15489	3.36E-04
144.2308	1.22E-05
146.53848	7.33E-06
149.61539	8.14E-07
