0.008 0
0.009 2.80354096424404E-06
0.01 1.10402038315873E-05
0.011 3.64049144918841E-05
0.012 0.000120402045396685
0.013 0.000270895090643435
0.014 0.00067671023403854
0.015 0.00124624045053814
0.016 0.00254795095978036
0.017 0.00414596138997142
0.018 0.00536824216143953
0.019 0.00679755229246107
0.02 0.00833901326068516
0.021 0.0100571038114093
0.022 0.0117383046613206
0.023 0.0135466050126036
0.024 0.015121105127033
0.025 0.0166269062063585
0.026 0.0178554068179396
0.027 0.0190821062509959
0.028 0.0199481080428998
0.029 0.0208364075681252
0.03 0.0212946072682906
0.031 0.0217555078049205
0.032 0.0220546077482246
0.033 0.0223530073366939
0.034 0.0223882076177321
0.035 0.0223556075902831
0.036 0.0222537078244476
0.037 0.0221201076891026
0.038 0.0219302072206714
0.039 0.021734208449768
0.04 0.0214120079727864
0.041 0.0210916086743297
0.042 0.0206707084570614
0.043 0.0202666074426022
0.044 0.0198322067683033
0.045 0.0193600074220228
0.046 0.019018807957498
0.047 0.0186727060091288
0.048 0.0181142065559023
0.049 0.017545006202339
0.05 0.0170376065750202
0.051 0.0165285063520517
0.052 0.0160435050409296
0.053 0.0155485059782743
0.054 0.0151478052237915
0.055 0.0147415053559211
0.056 0.017740906253013
0.057 0.0207576083359671
0.058 0.0232650090302022
0.059 0.0257424099505776
0.06 0.0194490065027874
0.061 0.0130910046347046
0.062 0.0120401045097662
0.063 0.0109745043838778
0.064 0.0106075035492112
0.065 0.010198103307344
0.066 0.011948304009662
0.067 0.0137045052255456
0.068 0.0115433042685861
0.069 0.00928459380203022
0.07 0.00810654295295939
0.071 0.00690474243813675
0.072 0.00656867223458717
0.073 0.00620268235094884
0.074 0.00597404210872658
0.075 0.00578156234147181
0.076 0.00550339201812141
0.077 0.00519136205307435
0.078 0.00496126196217686
0.079 0.004608361822162
0.08 0.00444552187245891
0.081 0.00413068164050443
0.082 0.00386911144968914
0.083 0.00367316134040826
0.084 0.00340154124397639
0.085 0.00313117121573227
0.086 0.00294939118466065
0.087 0.00276813106460844
0.088 0.00251827086251245
0.089 0.00226820087992899
0.09 0.00206567074139619
0.091 0.00186473072033185
0.092 0.00159946061639097
0.093 0.00137300048470618
0.094 0.00117410041008006
0.095 0.000974483333221849
0.096 0.00079203926890914
0.097 0.0006028602264939
0.098 0.000387899138887303
0.099 0.000174484061877805
0.1 4.02436165602522E-05
0.101 0
